"","Region","Search_Term_Value","Year","Search_Term"
"4786","Illinois",77,"2017","Diet"
"4787","Delaware",77,"2017","Diet"
"4788","Massachusetts",77,"2017","Diet"
"4789","Vermont",77,"2017","Diet"
"4790","Wisconsin",77,"2017","Diet"
"4791","Nevada",76,"2017","Diet"
"4792","Minnesota",75,"2017","Diet"
"4793","California",74,"2017","Diet"
"4794","District of Columbia",70,"2017","Diet"
"4795","Alaska",100,"2018","Diet"
"4796","West Virginia",98,"2018","Diet"
"4797","Idaho",98,"2018","Diet"
"4798","Oklahoma",96,"2018","Diet"
"4799","Arizona",95,"2018","Diet"
"4800","Alabama",95,"2018","Diet"
"4801","Mississippi",93,"2018","Diet"
"4802","Louisiana",92,"2018","Diet"
"4803","Arkansas",92,"2018","Diet"
"4804","Oregon",91,"2018","Diet"
"4805","Wyoming",90,"2018","Diet"
"4806","Kentucky",90,"2018","Diet"
"4807","Tennessee",89,"2018","Diet"
"4808","Missouri",89,"2018","Diet"
"4809","New Hampshire",89,"2018","Diet"
"4810","Indiana",88,"2018","Diet"
"4811","South Dakota",88,"2018","Diet"
"4812","Kansas",87,"2018","Diet"
"4813","Virginia",87,"2018","Diet"
"4814","Maine",87,"2018","Diet"
"4815","Wisconsin",86,"2018","Diet"
"4816","North Carolina",86,"2018","Diet"
"4817","Ohio",85,"2018","Diet"
"4818","Nebraska",84,"2018","Diet"
"4819","South Carolina",84,"2018","Diet"
"4820","Texas",84,"2018","Diet"
"4821","Iowa",84,"2018","Diet"
"4822","Utah",84,"2018","Diet"
"4823","Georgia",83,"2018","Diet"
"4824","Michigan",83,"2018","Diet"
"4825","New York",82,"2018","Diet"
"4826","Connecticut",82,"2018","Diet"
"4827","Vermont",82,"2018","Diet"
"4828","Minnesota",82,"2018","Diet"
"4829","Washington",82,"2018","Diet"
"4830","New Mexico",81,"2018","Diet"
"4831","Florida",80,"2018","Diet"
"4832","Montana",80,"2018","Diet"
"4833","Delaware",80,"2018","Diet"
"4834","Nevada",79,"2018","Diet"
"4835","Pennsylvania",79,"2018","Diet"
"4836","Illinois",78,"2018","Diet"
"4837","Colorado",78,"2018","Diet"
"4838","Hawaii",78,"2018","Diet"
"4839","Rhode Island",76,"2018","Diet"
"4840","California",75,"2018","Diet"
"4841","New Jersey",75,"2018","Diet"
"4842","North Dakota",74,"2018","Diet"
"4843","Massachusetts",74,"2018","Diet"
"4844","Maryland",74,"2018","Diet"
"4845","District of Columbia",60,"2018","Diet"
"4846","West Virginia",100,"2019","Diet"
"4847","Arizona",99,"2019","Diet"
"4848","Maine",99,"2019","Diet"
"4849","Alabama",98,"2019","Diet"
"4850","Idaho",98,"2019","Diet"
"4851","Mississippi",97,"2019","Diet"
"4852","Montana",96,"2019","Diet"
"4853","Arkansas",95,"2019","Diet"
"4854","South Carolina",92,"2019","Diet"
"4855","New Hampshire",92,"2019","Diet"
"4856","Tennessee",92,"2019","Diet"
"4857","Ohio",91,"2019","Diet"
"4858","Alaska",90,"2019","Diet"
"4859","Vermont",89,"2019","Diet"
"4860","New Mexico",89,"2019","Diet"
"4861","Louisiana",88,"2019","Diet"
"4862","Oklahoma",88,"2019","Diet"
"4863","Washington",88,"2019","Diet"
"4864","Oregon",87,"2019","Diet"
"4865","Missouri",87,"2019","Diet"
"4866","Kentucky",87,"2019","Diet"
"4867","Indiana",86,"2019","Diet"
"4868","New York",86,"2019","Diet"
"4869","North Dakota",85,"2019","Diet"
"4870","Iowa",85,"2019","Diet"
"4871","Maryland",85,"2019","Diet"
"4872","Connecticut",85,"2019","Diet"
"4873","Delaware",85,"2019","Diet"
"4874","Rhode Island",84,"2019","Diet"
"4875","Wyoming",84,"2019","Diet"
"4876","Illinois",84,"2019","Diet"
"4877","Utah",84,"2019","Diet"
"4878","Michigan",83,"2019","Diet"
"4879","Florida",83,"2019","Diet"
"4880","Virginia",82,"2019","Diet"
"4881","Nebraska",82,"2019","Diet"
"4882","South Dakota",82,"2019","Diet"
"4883","Massachusetts",82,"2019","Diet"
"4884","Georgia",82,"2019","Diet"
"4885","Pennsylvania",81,"2019","Diet"
"4886","Hawaii",81,"2019","Diet"
"4887","Wisconsin",81,"2019","Diet"
"4888","Kansas",80,"2019","Diet"
"4889","Texas",80,"2019","Diet"
"4890","California",80,"2019","Diet"
"4891","North Carolina",80,"2019","Diet"
"4892","Nevada",79,"2019","Diet"
"4893","New Jersey",79,"2019","Diet"
"4894","Minnesota",79,"2019","Diet"
"4895","Colorado",75,"2019","Diet"
"4896","District of Columbia",65,"2019","Diet"
"4897","Wyoming",100,"2004","Exercise"
"4898","New Mexico",84,"2004","Exercise"
"4899","South Carolina",83,"2004","Exercise"
"4900","Iowa",81,"2004","Exercise"
"4901","Mississippi",81,"2004","Exercise"
"4902","Arkansas",79,"2004","Exercise"
"4903","South Dakota",77,"2004","Exercise"
"4904","Utah",77,"2004","Exercise"
"4905","Alabama",73,"2004","Exercise"
"4906","North Dakota",73,"2004","Exercise"
"4907","Kansas",72,"2004","Exercise"
"4908","Rhode Island",71,"2004","Exercise"
"4909","Vermont",71,"2004","Exercise"
"4910","Delaware",71,"2004","Exercise"
"4911","Oklahoma",71,"2004","Exercise"
"4912","Indiana",71,"2004","Exercise"
"4913","Maryland",71,"2004","Exercise"
"4914","Louisiana",70,"2004","Exercise"
"4915","Montana",70,"2004","Exercise"
"4916","North Carolina",69,"2004","Exercise"
"4917","Minnesota",69,"2004","Exercise"
"4918","Kentucky",69,"2004","Exercise"
"4919","Maine",69,"2004","Exercise"
"4920","Hawaii",68,"2004","Exercise"
"4921","Nebraska",68,"2004","Exercise"
"4922","West Virginia",68,"2004","Exercise"
"4923","Michigan",68,"2004","Exercise"
"4924","Tennessee",67,"2004","Exercise"
"4925","Idaho",65,"2004","Exercise"
"4926","Oregon",65,"2004","Exercise"
"4927","Missouri",64,"2004","Exercise"
"4928","District of Columbia",64,"2004","Exercise"
"4929","Connecticut",64,"2004","Exercise"
"4930","Colorado",63,"2004","Exercise"
"4931","Wisconsin",63,"2004","Exercise"
"4932","Georgia",62,"2004","Exercise"
"4933","Virginia",62,"2004","Exercise"
"4934","Ohio",61,"2004","Exercise"
"4935","New Jersey",61,"2004","Exercise"
"4936","Washington",60,"2004","Exercise"
"4937","Pennsylvania",59,"2004","Exercise"
"4938","Arizona",59,"2004","Exercise"
"4939","Illinois",58,"2004","Exercise"
"4940","California",58,"2004","Exercise"
"4941","Massachusetts",58,"2004","Exercise"
"4942","Alaska",57,"2004","Exercise"
"4943","New York",57,"2004","Exercise"
"4944","Texas",57,"2004","Exercise"
"4945","Florida",57,"2004","Exercise"
"4946","Nevada",54,"2004","Exercise"
"4947","New Hampshire",54,"2004","Exercise"
"4948","North Dakota",100,"2005","Exercise"
"4949","West Virginia",89,"2005","Exercise"
"4950","Alaska",85,"2005","Exercise"
"4951","South Dakota",84,"2005","Exercise"
"4952","Idaho",83,"2005","Exercise"
"4953","Iowa",82,"2005","Exercise"
"4954","Vermont",80,"2005","Exercise"
"4955","Arkansas",79,"2005","Exercise"
"4956","Louisiana",78,"2005","Exercise"
"4957","Mississippi",77,"2005","Exercise"
"4958","Delaware",76,"2005","Exercise"
"4959","Maine",75,"2005","Exercise"
"4960","Indiana",75,"2005","Exercise"
"4961","Utah",75,"2005","Exercise"
"4962","New Hampshire",75,"2005","Exercise"
"4963","Kansas",74,"2005","Exercise"
"4964","New Mexico",74,"2005","Exercise"
"4965","Nebraska",73,"2005","Exercise"
"4966","Tennessee",72,"2005","Exercise"
"4967","Minnesota",72,"2005","Exercise"
"4968","Hawaii",71,"2005","Exercise"
"4969","Kentucky",71,"2005","Exercise"
"4970","Montana",71,"2005","Exercise"
"4971","Alabama",70,"2005","Exercise"
"4972","South Carolina",70,"2005","Exercise"
"4973","Rhode Island",68,"2005","Exercise"
"4974","Colorado",68,"2005","Exercise"
"4975","Wisconsin",68,"2005","Exercise"
"4976","Maryland",68,"2005","Exercise"
"4977","Missouri",68,"2005","Exercise"
"4978","Oklahoma",68,"2005","Exercise"
"4979","Oregon",67,"2005","Exercise"
"4980","North Carolina",67,"2005","Exercise"
"4981","District of Columbia",66,"2005","Exercise"
"4982","Arizona",65,"2005","Exercise"
"4983","Michigan",62,"2005","Exercise"
"4984","Texas",62,"2005","Exercise"
"4985","Pennsylvania",61,"2005","Exercise"
"4986","Connecticut",61,"2005","Exercise"
"4987","Virginia",61,"2005","Exercise"
"4988","Illinois",61,"2005","Exercise"
"4989","Ohio",61,"2005","Exercise"
"4990","Nevada",60,"2005","Exercise"
"4991","New York",59,"2005","Exercise"
"4992","Georgia",59,"2005","Exercise"
"4993","Wyoming",59,"2005","Exercise"
"4994","New Jersey",58,"2005","Exercise"
"4995","Washington",57,"2005","Exercise"
"4996","Florida",56,"2005","Exercise"
"4997","Massachusetts",56,"2005","Exercise"
"4998","California",56,"2005","Exercise"
"4999","North Dakota",100,"2006","Exercise"
"5000","South Dakota",79,"2006","Exercise"
"5001","Wyoming",79,"2006","Exercise"
"5002","West Virginia",79,"2006","Exercise"
"5003","Mississippi",78,"2006","Exercise"
"5004","Montana",75,"2006","Exercise"
"5005","Idaho",75,"2006","Exercise"
"5006","Nebraska",75,"2006","Exercise"
"5007","New Mexico",73,"2006","Exercise"
"5008","Utah",73,"2006","Exercise"
"5009","Iowa",72,"2006","Exercise"
"5010","Arkansas",71,"2006","Exercise"
"5011","Delaware",69,"2006","Exercise"
"5012","Rhode Island",67,"2006","Exercise"
"5013","Alabama",67,"2006","Exercise"
"5014","Indiana",67,"2006","Exercise"
"5015","Kentucky",67,"2006","Exercise"
"5016","Kansas",66,"2006","Exercise"
"5017","Tennessee",66,"2006","Exercise"
"5018","New Hampshire",65,"2006","Exercise"
"5019","Hawaii",65,"2006","Exercise"
"5020","Virginia",64,"2006","Exercise"
"5021","Wisconsin",64,"2006","Exercise"
"5022","Vermont",64,"2006","Exercise"
"5023","South Carolina",64,"2006","Exercise"
"5024","District of Columbia",63,"2006","Exercise"
"5025","Louisiana",63,"2006","Exercise"
"5026","North Carolina",63,"2006","Exercise"
"5027","Minnesota",63,"2006","Exercise"
"5028","Oklahoma",62,"2006","Exercise"
"5029","Ohio",62,"2006","Exercise"
"5030","Oregon",62,"2006","Exercise"
"5031","Maryland",62,"2006","Exercise"
"5032","Missouri",62,"2006","Exercise"
"5033","Georgia",62,"2006","Exercise"
"5034","Pennsylvania",62,"2006","Exercise"
"5035","Texas",60,"2006","Exercise"
"5036","California",60,"2006","Exercise"
"5037","Colorado",60,"2006","Exercise"
"5038","Maine",58,"2006","Exercise"
"5039","Alaska",58,"2006","Exercise"
"5040","Nevada",58,"2006","Exercise"
"5041","Illinois",58,"2006","Exercise"
"5042","Connecticut",57,"2006","Exercise"
"5043","Michigan",57,"2006","Exercise"
"5044","New York",57,"2006","Exercise"
"5045","Florida",55,"2006","Exercise"
"5046","Arizona",54,"2006","Exercise"
"5047","New Jersey",53,"2006","Exercise"
"5048","Washington",53,"2006","Exercise"
"5049","Massachusetts",52,"2006","Exercise"
"5050","North Dakota",100,"2007","Exercise"
"5051","West Virginia",96,"2007","Exercise"
"5052","South Dakota",90,"2007","Exercise"
"5053","Wyoming",86,"2007","Exercise"
"5054","Vermont",84,"2007","Exercise"
"5055","Nebraska",83,"2007","Exercise"
"5056","New Mexico",83,"2007","Exercise"
"5057","Idaho",82,"2007","Exercise"
"5058","New Jersey",82,"2007","Exercise"
"5059","Iowa",80,"2007","Exercise"
"5060","Utah",79,"2007","Exercise"
"5061","Mississippi",78,"2007","Exercise"
"5062","Pennsylvania",77,"2007","Exercise"
"5063","Montana",77,"2007","Exercise"
"5064","Arkansas",77,"2007","Exercise"
"5065","Ohio",76,"2007","Exercise"
"5066","Louisiana",76,"2007","Exercise"
"5067","Maryland",76,"2007","Exercise"
"5068","Hawaii",76,"2007","Exercise"
"5069","Minnesota",76,"2007","Exercise"
"5070","Alabama",75,"2007","Exercise"
"5071","Kansas",75,"2007","Exercise"
"5072","Kentucky",75,"2007","Exercise"
"5073","South Carolina",75,"2007","Exercise"
"5074","Alaska",74,"2007","Exercise"
"5075","Indiana",74,"2007","Exercise"
"5076","North Carolina",73,"2007","Exercise"
"5077","Michigan",73,"2007","Exercise"
"5078","Oklahoma",72,"2007","Exercise"
"5079","Tennessee",72,"2007","Exercise"
"5080","Delaware",72,"2007","Exercise"
"5081","New Hampshire",71,"2007","Exercise"
"5082","Illinois",71,"2007","Exercise"
"5083","Rhode Island",71,"2007","Exercise"
"5084","Maine",71,"2007","Exercise"
"5085","Virginia",71,"2007","Exercise"
"5086","Missouri",70,"2007","Exercise"
"5087","Massachusetts",70,"2007","Exercise"
"5088","Wisconsin",70,"2007","Exercise"
"5089","Georgia",69,"2007","Exercise"
"5090","Florida",69,"2007","Exercise"
"5091","Texas",68,"2007","Exercise"
"5092","Colorado",68,"2007","Exercise"
"5093","Connecticut",67,"2007","Exercise"
"5094","Arizona",67,"2007","Exercise"
"5095","New York",66,"2007","Exercise"
"5096","District of Columbia",66,"2007","Exercise"
"5097","Oregon",65,"2007","Exercise"
"5098","California",63,"2007","Exercise"
"5099","Nevada",63,"2007","Exercise"
"5100","Washington",63,"2007","Exercise"
"5101","North Dakota",100,"2008","Exercise"
"5102","West Virginia",97,"2008","Exercise"
"5103","South Dakota",94,"2008","Exercise"
"5104","Montana",91,"2008","Exercise"
"5105","Minnesota",88,"2008","Exercise"
"5106","New Mexico",88,"2008","Exercise"
"5107","Pennsylvania",86,"2008","Exercise"
"5108","Delaware",86,"2008","Exercise"
"5109","Wyoming",85,"2008","Exercise"
"5110","Nebraska",84,"2008","Exercise"
"5111","Michigan",83,"2008","Exercise"
"5112","Ohio",83,"2008","Exercise"
"5113","Iowa",81,"2008","Exercise"
"5114","Utah",81,"2008","Exercise"
"5115","Kentucky",81,"2008","Exercise"
"5116","Missouri",80,"2008","Exercise"
"5117","Alabama",80,"2008","Exercise"
"5118","South Carolina",80,"2008","Exercise"
"5119","North Carolina",80,"2008","Exercise"
"5120","Illinois",80,"2008","Exercise"
"5121","Maryland",80,"2008","Exercise"
"5122","Hawaii",80,"2008","Exercise"
"5123","Mississippi",79,"2008","Exercise"
"5124","Colorado",79,"2008","Exercise"
"5125","Arkansas",79,"2008","Exercise"
"5126","New Hampshire",79,"2008","Exercise"
"5127","Tennessee",79,"2008","Exercise"
"5128","District of Columbia",79,"2008","Exercise"
"5129","Kansas",78,"2008","Exercise"
"5130","Georgia",77,"2008","Exercise"
"5131","New Jersey",77,"2008","Exercise"
"5132","Vermont",77,"2008","Exercise"
"5133","Indiana",76,"2008","Exercise"
"5134","Idaho",76,"2008","Exercise"
"5135","Oklahoma",75,"2008","Exercise"
"5136","Massachusetts",75,"2008","Exercise"
"5137","Louisiana",75,"2008","Exercise"
"5138","Florida",75,"2008","Exercise"
"5139","Texas",74,"2008","Exercise"
"5140","Alaska",74,"2008","Exercise"
"5141","New York",74,"2008","Exercise"
"5142","Rhode Island",74,"2008","Exercise"
"5143","Wisconsin",73,"2008","Exercise"
"5144","Washington",73,"2008","Exercise"
"5145","Maine",72,"2008","Exercise"
"5146","Arizona",70,"2008","Exercise"
"5147","Connecticut",68,"2008","Exercise"
"5148","California",68,"2008","Exercise"
"5149","Oregon",68,"2008","Exercise"
"5150","Nevada",67,"2008","Exercise"
"5151","Virginia",54,"2008","Exercise"
"5152","North Dakota",100,"2009","Exercise"
"5153","West Virginia",95,"2009","Exercise"
"5154","Mississippi",92,"2009","Exercise"
"5155","Wyoming",91,"2009","Exercise"
"5156","Delaware",90,"2009","Exercise"
"5157","Nebraska",90,"2009","Exercise"
"5158","Arkansas",89,"2009","Exercise"
"5159","South Dakota",89,"2009","Exercise"
"5160","Pennsylvania",89,"2009","Exercise"
"5161","Michigan",88,"2009","Exercise"
"5162","Maryland",87,"2009","Exercise"
"5163","Hawaii",86,"2009","Exercise"
"5164","Wisconsin",86,"2009","Exercise"
"5165","Iowa",85,"2009","Exercise"
"5166","Utah",85,"2009","Exercise"
"5167","Idaho",85,"2009","Exercise"
"5168","North Carolina",84,"2009","Exercise"
"5169","Minnesota",83,"2009","Exercise"
"5170","Ohio",83,"2009","Exercise"
"5171","Montana",83,"2009","Exercise"
"5172","Missouri",82,"2009","Exercise"
"5173","New Mexico",81,"2009","Exercise"
"5174","South Carolina",81,"2009","Exercise"
"5175","Colorado",81,"2009","Exercise"
"5176","Indiana",81,"2009","Exercise"
"5177","Massachusetts",80,"2009","Exercise"
"5178","District of Columbia",80,"2009","Exercise"
"5179","Kansas",79,"2009","Exercise"
"5180","Illinois",79,"2009","Exercise"
"5181","Florida",79,"2009","Exercise"
"5182","Tennessee",79,"2009","Exercise"
"5183","Georgia",79,"2009","Exercise"
"5184","Louisiana",78,"2009","Exercise"
"5185","Alabama",77,"2009","Exercise"
"5186","New Hampshire",76,"2009","Exercise"
"5187","Vermont",76,"2009","Exercise"
"5188","New York",76,"2009","Exercise"
"5189","New Jersey",76,"2009","Exercise"
"5190","Kentucky",76,"2009","Exercise"
"5191","Washington",75,"2009","Exercise"
"5192","Oklahoma",75,"2009","Exercise"
"5193","Arizona",74,"2009","Exercise"
"5194","Alaska",74,"2009","Exercise"
"5195","Rhode Island",74,"2009","Exercise"
"5196","Texas",72,"2009","Exercise"
"5197","Maine",72,"2009","Exercise"
"5198","Oregon",70,"2009","Exercise"
"5199","Connecticut",69,"2009","Exercise"
"5200","Nevada",69,"2009","Exercise"
"5201","California",56,"2009","Exercise"
"5202","Virginia",49,"2009","Exercise"
"5203","North Dakota",100,"2010","Exercise"
"5204","West Virginia",93,"2010","Exercise"
"5205","South Dakota",92,"2010","Exercise"
"5206","Delaware",90,"2010","Exercise"
"5207","Nebraska",86,"2010","Exercise"
"5208","Iowa",85,"2010","Exercise"
"5209","Missouri",85,"2010","Exercise"
"5210","Hawaii",84,"2010","Exercise"
"5211","Pennsylvania",84,"2010","Exercise"
"5212","Indiana",83,"2010","Exercise"
"5213","Mississippi",82,"2010","Exercise"
"5214","Utah",82,"2010","Exercise"
"5215","Montana",82,"2010","Exercise"
"5216","New Mexico",82,"2010","Exercise"
"5217","Rhode Island",81,"2010","Exercise"
"5218","Minnesota",81,"2010","Exercise"
"5219","New Hampshire",81,"2010","Exercise"
"5220","District of Columbia",81,"2010","Exercise"
"5221","Arkansas",81,"2010","Exercise"
"5222","Wisconsin",80,"2010","Exercise"
"5223","Tennessee",80,"2010","Exercise"
"5224","Maine",80,"2010","Exercise"
"5225","Idaho",79,"2010","Exercise"
"5226","Maryland",79,"2010","Exercise"
"5227","Michigan",79,"2010","Exercise"
"5228","Ohio",78,"2010","Exercise"
"5229","North Carolina",78,"2010","Exercise"
"5230","Colorado",77,"2010","Exercise"
"5231","South Carolina",77,"2010","Exercise"
"5232","Florida",76,"2010","Exercise"
"5233","New Jersey",76,"2010","Exercise"
"5234","Washington",75,"2010","Exercise"
"5235","Alaska",75,"2010","Exercise"
"5236","Arizona",75,"2010","Exercise"
"5237","Wyoming",75,"2010","Exercise"
"5238","Louisiana",75,"2010","Exercise"
"5239","Texas",74,"2010","Exercise"
"5240","Alabama",74,"2010","Exercise"
"5241","Kentucky",73,"2010","Exercise"
"5242","Kansas",72,"2010","Exercise"
"5243","Massachusetts",70,"2010","Exercise"
"5244","Connecticut",69,"2010","Exercise"
"5245","Nevada",69,"2010","Exercise"
"5246","New York",69,"2010","Exercise"
"5247","Oklahoma",69,"2010","Exercise"
"5248","Oregon",69,"2010","Exercise"
"5249","Illinois",68,"2010","Exercise"
"5250","Georgia",68,"2010","Exercise"
"5251","Vermont",48,"2010","Exercise"
"5252","California",47,"2010","Exercise"
"5253","Virginia",38,"2010","Exercise"
"5254","South Dakota",100,"2011","Exercise"
"5255","Delaware",94,"2011","Exercise"
"5256","Utah",92,"2011","Exercise"
"5257","Kentucky",90,"2011","Exercise"
"5258","Missouri",90,"2011","Exercise"
"5259","Virginia",90,"2011","Exercise"
"5260","Iowa",90,"2011","Exercise"
"5261","West Virginia",89,"2011","Exercise"
"5262","Vermont",89,"2011","Exercise"
"5263","North Dakota",88,"2011","Exercise"
"5264","Indiana",87,"2011","Exercise"
"5265","North Carolina",87,"2011","Exercise"
"5266","South Carolina",86,"2011","Exercise"
"5267","Alabama",86,"2011","Exercise"
"5268","Montana",86,"2011","Exercise"
"5269","Wisconsin",86,"2011","Exercise"
"5270","Idaho",85,"2011","Exercise"
"5271","Pennsylvania",85,"2011","Exercise"
"5272","Wyoming",85,"2011","Exercise"
"5273","Tennessee",84,"2011","Exercise"
"5274","New Jersey",84,"2011","Exercise"
"5275","Kansas",82,"2011","Exercise"
"5276","New Hampshire",82,"2011","Exercise"
"5277","Hawaii",82,"2011","Exercise"
"5278","Ohio",82,"2011","Exercise"
"5279","Connecticut",82,"2011","Exercise"
"5280","Maryland",82,"2011","Exercise"
"5281","Alaska",82,"2011","Exercise"
"5282","Mississippi",81,"2011","Exercise"
"5283","Oregon",81,"2011","Exercise"
"5284","Oklahoma",80,"2011","Exercise"
"5285","Washington",80,"2011","Exercise"
"5286","Rhode Island",79,"2011","Exercise"
"5287","Georgia",79,"2011","Exercise"
"5288","Colorado",79,"2011","Exercise"
"5289","Florida",79,"2011","Exercise"
"5290","Massachusetts",79,"2011","Exercise"
"5291","New Mexico",78,"2011","Exercise"
"5292","California",77,"2011","Exercise"
"5293","Louisiana",77,"2011","Exercise"
"5294","Maine",77,"2011","Exercise"
"5295","Minnesota",76,"2011","Exercise"
"5296","Arizona",75,"2011","Exercise"
"5297","Michigan",75,"2011","Exercise"
"5298","Illinois",75,"2011","Exercise"
"5299","Arkansas",75,"2011","Exercise"
"5300","Texas",74,"2011","Exercise"
"5301","New York",72,"2011","Exercise"
"5302","Nebraska",72,"2011","Exercise"
"5303","District of Columbia",68,"2011","Exercise"
"5304","Nevada",66,"2011","Exercise"
"5305","Virginia",100,"2012","Exercise"
"5306","South Dakota",99,"2012","Exercise"
"5307","Alabama",99,"2012","Exercise"
"5308","North Dakota",98,"2012","Exercise"
"5309","Maryland",98,"2012","Exercise"
"5310","Utah",97,"2012","Exercise"
"5311","Wyoming",96,"2012","Exercise"
"5312","Iowa",96,"2012","Exercise"
"5313","Kentucky",95,"2012","Exercise"
"5314","Delaware",94,"2012","Exercise"
"5315","Pennsylvania",92,"2012","Exercise"
"5316","South Carolina",92,"2012","Exercise"
